region_key,median_income
barry_michigan,77873
bay_michigan,60523
benzie_michigan,72603
berrien_michigan,63152
branch_michigan,61958
calhoun_michigan,60385
cass_michigan,68011
charlevoix_michigan,76495
cheboygan_michigan,61619
chippewa_michigan,60631
clare_michigan,49805
clinton_michigan,85928
crawford_michigan,58614
delta_michigan,54829
dickinson_michigan,61882
eaton_michigan,78025
emmet_michigan,73724
genesee_michigan,60673
gladwin_michigan,55576
gogebic_michigan,49672
grand traverse_michigan,79486
gratiot_michigan,61128
hillsdale_michigan,60869
houghton_michigan,56573
huron_michigan,56963
ingham_michigan,64354
ionia_michigan,73436
iosco_michigan,47777
iron_michigan,53614
isabella_michigan,53759
jackson_michigan,65004
kalamazoo_michigan,70525
kalkaska_michigan,60365
kent_michigan,80390
keweenaw_michigan,53893
lake_michigan,49680
lapeer_michigan,76228
leelanau_michigan,91943
lenawee_michigan,67013
livingston_michigan,101315
luce_michigan,54338
mackinac_michigan,58598
macomb_michigan,76399
manistee_michigan,60879
marquette_michigan,64675
mason_michigan,62296
mecosta_michigan,57774
menominee_michigan,55688
midland_michigan,77538
missaukee_michigan,61868
monroe_michigan,75272
montcalm_michigan,64892
montmorency_michigan,47803
muskegon_michigan,63495
newaygo_michigan,61931
oakland_michigan,95296
oceana_michigan,63624
ogemaw_michigan,51983
ontonagon_michigan,51844
osceola_michigan,57050
oscoda_michigan,50581
otsego_michigan,67285
ottawa_michigan,87144
presque isle_michigan,56713
roscommon_michigan,54106
saginaw_michigan,58347
st. clair_michigan,69349
st. joseph_michigan,64707
sanilac_michigan,59074
schoolcraft_michigan,57708
shiawassee_michigan,64464
tuscola_michigan,62847
van buren_michigan,66902
washtenaw_michigan,87156
wayne_michigan,59521
wexford_michigan,63123
aitkin_minnesota,59498
anoka_minnesota,98764
becker_minnesota,71117
beltrami_minnesota,67257
benton_minnesota,71480
big stone_minnesota,65475
blue earth_minnesota,72623
brown_minnesota,68690
carlton_minnesota,80042
carver_minnesota,123144
cass_minnesota,64937
chippewa_minnesota,69192
chisago_minnesota,98260
clay_minnesota,77664
clearwater_minnesota,64934
cook_minnesota,71643
cottonwood_minnesota,68239
crow wing_minnesota,71343
dakota_minnesota,105212
dodge_minnesota,92943
douglas_minnesota,77264
faribault_minnesota,64391
fillmore_minnesota,75225
freeborn_minnesota,69012
goodhue_minnesota,82749
grant_minnesota,72957
hennepin_minnesota,96339
houston_minnesota,77087
hubbard_minnesota,70622
isanti_minnesota,86573
itasca_minnesota,66380
jackson_minnesota,69955
kanabec_minnesota,71915
kandiyohi_minnesota,75097
kittson_minnesota,69615
koochiching_minnesota,69115
lac qui parle_minnesota,71639
lake_minnesota,75621
lake of the woods_minnesota,70091
le sueur_minnesota,90218
lincoln_minnesota,67715
lyon_minnesota,72761
mcleod_minnesota,78468
mahnomen_minnesota,53925
marshall_minnesota,71701
martin_minnesota,62969
meeker_minnesota,75037
mille lacs_minnesota,71455
morrison_minnesota,68640
mower_minnesota,71495
murray_minnesota,74475
nicollet_minnesota,80362
nobles_minnesota,65509
norman_minnesota,69833
olmsted_minnesota,93494
otter tail_minnesota,70912
pennington_minnesota,72561
pine_minnesota,69666
pipestone_minnesota,66073
polk_minnesota,69136
pope_minnesota,72205
ramsey_minnesota,81004
red lake_minnesota,77500
redwood_minnesota,67024
renville_minnesota,69086
rice_minnesota,82792
rock_minnesota,70698
roseau_minnesota,73611
st. louis_minnesota,69455
scott_minnesota,120247
sherburne_minnesota,102965
sibley_minnesota,76082
stearns_minnesota,76447
steele_minnesota,83448
stevens_minnesota,71060
swift_minnesota,62601
todd_minnesota,63039
traverse_minnesota,65931
wabasha_minnesota,80133
wadena_minnesota,56882
waseca_minnesota,75052
washington_minnesota,114457
watonwan_minnesota,70593
wilkin_minnesota,69635
winona_minnesota,70198
wright_minnesota,106666
yellow medicine_minnesota,71573
adams_mississippi,40250
alcorn_mississippi,49404
amite_mississippi,35385
attala_mississippi,48098
benton_mississippi,42139
bolivar_mississippi,37315
calhoun_mississippi,43942
carroll_mississippi,55275
chickasaw_mississippi,43041
choctaw_mississippi,48321
claiborne_mississippi,34371
clarke_mississippi,46054
clay_mississippi,39904
coahoma_mississippi,36259
copiah_mississippi,47994
covington_mississippi,47001
desoto_mississippi,82980
forrest_mississippi,52821
franklin_mississippi,45618
george_mississippi,54822
greene_mississippi,55838
grenada_mississippi,47998
hancock_mississippi,67728
harrison_mississippi,57233
hinds_mississippi,49966
holmes_mississippi,29434
humphreys_mississippi,32976
issaquena_mississippi,29271
itawamba_mississippi,59508
jackson_mississippi,64756
jasper_mississippi,47157
jefferson_mississippi,36207
jefferson davis_mississippi,37183
jones_mississippi,51143
kemper_mississippi,43595
lafayette_mississippi,64334
lamar_mississippi,69106
lauderdale_mississippi,50033
lawrence_mississippi,43368
leake_mississippi,48418
lee_mississippi,67144
leflore_mississippi,33188
lincoln_mississippi,48316
lowndes_mississippi,54460
madison_mississippi,78794
marion_mississippi,42320
marshall_mississippi,51875
monroe_mississippi,51231
montgomery_mississippi,45057
neshoba_mississippi,53087
newton_mississippi,50426
noxubee_mississippi,38814
oktibbeha_mississippi,43482
panola_mississippi,43990
pearl river_mississippi,56535
perry_mississippi,50435
pike_mississippi,41578
pontotoc_mississippi,52741
prentiss_mississippi,51466
quitman_mississippi,32131
rankin_mississippi,77454
scott_mississippi,48492
sharkey_mississippi,35741
simpson_mississippi,54111
smith_mississippi,51396
stone_mississippi,59307
sunflower_mississippi,40265
tallahatchie_mississippi,37383
tate_mississippi,63995
tippah_mississippi,51141
tishomingo_mississippi,46257
tunica_mississippi,38402
union_mississippi,56807
walthall_mississippi,45444
warren_mississippi,56648
washington_mississippi,40117
wayne_mississippi,36791
webster_mississippi,59964
wilkinson_mississippi,35930
winston_mississippi,49071
yalobusha_mississippi,49171
yazoo_mississippi,40974
adair_missouri,56583
andrew_missouri,74007
atchison_missouri,59260
audrain_missouri,56232
barry_missouri,56611
barton_missouri,49503
bates_missouri,57914
benton_missouri,52200
bollinger_missouri,57286
boone_missouri,69913
buchanan_missouri,59423
butler_missouri,49213
caldwell_missouri,62520
callaway_missouri,72645
camden_missouri,62927
cape girardeau_missouri,68912
carroll_missouri,61712
carter_missouri,45083
cass_missouri,87413
cedar_missouri,45577
chariton_missouri,63307
christian_missouri,81245
clark_missouri,51458
clay_missouri,86150
clinton_missouri,70625
cole_missouri,73273
cooper_missouri,67548
crawford_missouri,56345
dade_missouri,49899
dallas_missouri,53177
daviess_missouri,60665
dekalb_missouri,69093
dent_missouri,54306
douglas_missouri,49828
dunklin_missouri,47368
franklin_missouri,71973
gasconade_missouri,65096
gentry_missouri,57458
greene_missouri,57488
grundy_missouri,53839
harrison_missouri,53364
henry_missouri,56621
hickory_missouri,35084
holt_missouri,58516
howard_missouri,62628
howell_missouri,49814
iron_missouri,51161
jackson_missouri,67178
jasper_missouri,57525
jefferson_missouri,80522
johnson_missouri,67123
knox_missouri,53333
laclede_missouri,50825
lafayette_missouri,79091
lawrence_missouri,55849
lewis_missouri,52340
lincoln_missouri,85276
linn_missouri,61975
livingston_missouri,60148
mcdonald_missouri,48145
macon_missouri,58318
madison_missouri,58435
maries_missouri,61359
marion_missouri,63908
mercer_missouri,60357
miller_missouri,55172
mississippi_missouri,46258
moniteau_missouri,65161
monroe_missouri,48299
montgomery_missouri,61042
morgan_missouri,49663
new madrid_missouri,49237
newton_missouri,64583
nodaway_missouri,55970
oregon_missouri,44259
osage_missouri,75355
ozark_missouri,42329
pemiscot_missouri,40748
perry_missouri,63356
pettis_missouri,60232
phelps_missouri,55427
pike_missouri,57572
platte_missouri,95748
polk_missouri,56686
pulaski_missouri,66435
putnam_missouri,56875
ralls_missouri,62054
randolph_missouri,55310
ray_missouri,72152
reynolds_missouri,44357
ripley_missouri,43898
st. charles_missouri,102912
st. clair_missouri,46731
ste. genevieve_missouri,61310
st. francois_missouri,54813
st. louis_missouri,81340
saline_missouri,56566
schuyler_missouri,56023
scotland_missouri,67568
scott_missouri,58847
shannon_missouri,59000
shelby_missouri,52127
stoddard_missouri,54067
stone_missouri,61323
sullivan_missouri,55500
taney_missouri,58258
texas_missouri,48055
vernon_missouri,54519
warren_missouri,77989
washington_missouri,51886
wayne_missouri,43393
webster_missouri,69731
worth_missouri,46167
wright_missouri,47304
st. louis city_missouri,55279
beaverhead_montana,58072
big horn_montana,56680
blaine_montana,65050
broadwater_montana,63636
carbon_montana,71017
carter_montana,52171
cascade_montana,66203
chouteau_montana,56927
custer_montana,63585
daniels_montana,58000
dawson_montana,70953
deer lodge_montana,49533
fallon_montana,72284
fergus_montana,59731
flathead_montana,71327
gallatin_montana,87454
garfield_montana,61750
glacier_montana,45129
golden valley_montana,57353
granite_montana,54646
hill_montana,55313
jefferson_montana,76576
judith basin_montana,55417
lake_montana,61965
lewis and clark_montana,74543
liberty_montana,53264
lincoln_montana,47018
mccone_montana,71842
madison_montana,67420
meagher_montana,56215
mineral_montana,61117
missoula_montana,71246
musselshell_montana,59010
park_montana,66607
petroleum_montana,59318
phillips_montana,58156
pondera_montana,53500
powder river_montana,68009
powell_montana,63432
prairie_montana,45192
ravalli_montana,71323
richland_montana,69578
roosevelt_montana,53125
rosebud_montana,56430
sanders_montana,54035
sheridan_montana,63654
silver bow_montana,57504
stillwater_montana,81503
sweet grass_montana,69426
teton_montana,67766
toole_montana,53693
treasure_montana,73036
valley_montana,64515
wheatland_montana,47054
wibaux_montana,64792
yellowstone_montana,74400
adams_nebraska,65680
antelope_nebraska,63750
arthur_nebraska,67500
banner_nebraska,71250
blaine_nebraska,61250
boone_nebraska,71367
box butte_nebraska,68778
boyd_nebraska,58984
brown_nebraska,51538
buffalo_nebraska,74570
burt_nebraska,57303
butler_nebraska,82603
cass_nebraska,88255
cedar_nebraska,73977
chase_nebraska,62782
cherry_nebraska,63750
cheyenne_nebraska,57594
clay_nebraska,75938
colfax_nebraska,79720
cuming_nebraska,70708
custer_nebraska,66310
dakota_nebraska,71655
dawes_nebraska,54381
dawson_nebraska,65383
deuel_nebraska,61438
dixon_nebraska,69156
dodge_nebraska,71294
douglas_nebraska,79081
dundy_nebraska,56563
fillmore_nebraska,76354
franklin_nebraska,57692
frontier_nebraska,68207
furnas_nebraska,60625
gage_nebraska,64426
garden_nebraska,44777
garfield_nebraska,68611
gosper_nebraska,79145
grant_nebraska,69063
greeley_nebraska,58894
hall_nebraska,67549
hamilton_nebraska,79884
harlan_nebraska,70536
hayes_nebraska,60313
hitchcock_nebraska,52016
holt_nebraska,67225
hooker_nebraska,45854
howard_nebraska,74508
jefferson_nebraska,60568
johnson_nebraska,59457
kearney_nebraska,79167
keith_nebraska,58132
keya paha_nebraska,60313
kimball_nebraska,59438
knox_nebraska,64821
lancaster_nebraska,72625
lincoln_nebraska,64342
logan_nebraska,71650
loup_nebraska,60156
mcpherson_nebraska,61316
madison_nebraska,64637
merrick_nebraska,62849
morrill_nebraska,59773
nance_nebraska,65438
nemaha_nebraska,60132
nuckolls_nebraska,70201
otoe_nebraska,81430
pawnee_nebraska,54926
perkins_nebraska,67500
phelps_nebraska,65988
pierce_nebraska,75938
platte_nebraska,72335
polk_nebraska,71771
red willow_nebraska,60000
richardson_nebraska,55578
rock_nebraska,57500
saline_nebraska,77027
sarpy_nebraska,101402
saunders_nebraska,89395
scotts bluff_nebraska,60960
seward_nebraska,81122
sheridan_nebraska,56900
sherman_nebraska,61935
sioux_nebraska,54076
stanton_nebraska,78275
thayer_nebraska,63095
thomas_nebraska,72708
thurston_nebraska,64838
valley_nebraska,58902
washington_nebraska,90188
wayne_nebraska,67687
webster_nebraska,65197
wheeler_nebraska,55893
york_nebraska,74058
churchill_nevada,73268
clark_nevada,73845
douglas_nevada,88018
elko_nevada,83427
esmeralda_nevada,-666666666
eureka_nevada,73095
humboldt_nevada,79946
lander_nevada,84474
lincoln_nevada,69496
lyon_nevada,73460
mineral_nevada,50584
nye_nevada,55975
pershing_nevada,72007
storey_nevada,96000
washoe_nevada,85600
white pine_nevada,72294
carson city_nevada,71809
belknap_new hampshire,87983
carroll_new hampshire,82961
cheshire_new hampshire,81001
coos_new hampshire,58439
grafton_new hampshire,84021
hillsborough_new hampshire,100436
merrimack_new hampshire,93944
rockingham_new hampshire,113927
strafford_new hampshire,86564
sullivan_new hampshire,75929
atlantic_new jersey,76819
bergen_new jersey,123715
burlington_new jersey,105271
camden_new jersey,86384
cape may_new jersey,88046
cumberland_new jersey,64499
essex_new jersey,76712
gloucester_new jersey,102807
hudson_new jersey,90032
hunterdon_new jersey,139453
mercer_new jersey,96333
middlesex_new jersey,109028
monmouth_new jersey,122727
morris_new jersey,134929
ocean_new jersey,86411
passaic_new jersey,87137
salem_new jersey,78412
somerset_new jersey,135960
sussex_new jersey,114316
union_new jersey,100117
warren_new jersey,99596
bernalillo_new mexico,66514
catron_new mexico,46439
chaves_new mexico,52029
cibola_new mexico,51765
colfax_new mexico,52690
curry_new mexico,56259
de baca_new mexico,40804
doña ana_new mexico,55663
eddy_new mexico,79605
grant_new mexico,45921
guadalupe_new mexico,40149
harding_new mexico,41250
hidalgo_new mexico,49076
lea_new mexico,68750
lincoln_new mexico,51643
los alamos_new mexico,143188
luna_new mexico,37917
mckinley_new mexico,44496
mora_new mexico,50178
otero_new mexico,52717
quay_new mexico,43698
rio arriba_new mexico,53901
roosevelt_new mexico,52445
sandoval_new mexico,84053
san juan_new mexico,53020
san miguel_new mexico,47400
santa fe_new mexico,74689
sierra_new mexico,37840
socorro_new mexico,47556
taos_new mexico,58908
torrance_new mexico,46250
union_new mexico,45319
valencia_new mexico,58333
albany_new york,83149
allegany_new york,61233
bronx_new york,49036
broome_new york,61059
cattaraugus_new york,58248
cayuga_new york,66583
chautauqua_new york,56507
chemung_new york,63469
chenango_new york,62093
clinton_new york,69208
columbia_new york,83619
cortland_new york,67527
delaware_new york,60226
dutchess_new york,97273
erie_new york,71175
essex_new york,70215
franklin_new york,63747
fulton_new york,62615
genesee_new york,72055
greene_new york,74011
hamilton_new york,68950
herkimer_new york,68858
jefferson_new york,64978
kings_new york,78548
lewis_new york,68329
livingston_new york,72464
madison_new york,73141
monroe_new york,74409
montgomery_new york,62923
nassau_new york,143408
new york_new york,104553
niagara_new york,67809
oneida_new york,68819
onondaga_new york,74740
ontario_new york,79814
orange_new york,96497
orleans_new york,63838
oswego_new york,68461
otsego_new york,67086
putnam_new york,127405
queens_new york,84961
rensselaer_new york,86663
richmond_new york,98290
rockland_new york,110631
st. lawrence_new york,61900
saratoga_new york,99653
schenectady_new york,76989
schoharie_new york,71188
schuyler_new york,65625
seneca_new york,66007
steuben_new york,64740
suffolk_new york,128329
sullivan_new york,69826
tioga_new york,71791
tompkins_new york,73012
ulster_new york,81804
warren_new york,78239
washington_new york,72342
wayne_new york,73914
westchester_new york,118411
wyoming_new york,68913
yates_new york,67521
alamance_north carolina,64445
alexander_north carolina,65268
alleghany_north carolina,44272
anson_north carolina,44245
ashe_north carolina,50827
avery_north carolina,57657
beaufort_north carolina,57997
bertie_north carolina,45931
bladen_north carolina,44528
brunswick_north carolina,74034
buncombe_north carolina,70578
burke_north carolina,55684
cabarrus_north carolina,86084
caldwell_north carolina,55401
camden_north carolina,87781
carteret_north carolina,70235
caswell_north carolina,59407
catawba_north carolina,64544
chatham_north carolina,88534
cherokee_north carolina,51496
chowan_north carolina,56982
clay_north carolina,53645
cleveland_north carolina,55769
columbus_north carolina,48184
craven_north carolina,64635
cumberland_north carolina,58780
currituck_north carolina,91548
dare_north carolina,81214
davidson_north carolina,62426
davie_north carolina,73234
duplin_north carolina,51880
durham_north carolina,79501
edgecombe_north carolina,48480
forsyth_north carolina,65541
franklin_north carolina,71386
gaston_north carolina,65472
gates_north carolina,61612
graham_north carolina,49038
granville_north carolina,70975
greene_north carolina,50904
guilford_north carolina,66027
halifax_north carolina,45071
harnett_north carolina,69012
haywood_north carolina,61001
henderson_north carolina,67623
hertford_north carolina,47472
hoke_north carolina,60095
hyde_north carolina,47338
iredell_north carolina,78678
jackson_north carolina,53479
johnston_north carolina,79838
jones_north carolina,55659
lee_north carolina,63060
lenoir_north carolina,44795
lincoln_north carolina,78490
mcdowell_north carolina,55527
macon_north carolina,53298
madison_north carolina,58628
martin_north carolina,46793
mecklenburg_north carolina,83765
mitchell_north carolina,58089
montgomery_north carolina,55849
moore_north carolina,82837
nash_north carolina,60704
new hanover_north carolina,72892
northampton_north carolina,47935
onslow_north carolina,64568
orange_north carolina,88553
pamlico_north carolina,61624
pasquotank_north carolina,63912
pender_north carolina,76838
perquimans_north carolina,61224
person_north carolina,64927
pitt_north carolina,58851
polk_north carolina,61005
randolph_north carolina,59047
richmond_north carolina,43626
robeson_north carolina,40318
rockingham_north carolina,55796
rowan_north carolina,63196
rutherford_north carolina,49771
sampson_north carolina,53159
scotland_north carolina,43500
stanly_north carolina,61631
stokes_north carolina,60039
surry_north carolina,56095
swain_north carolina,55429
transylvania_north carolina,64523
tyrrell_north carolina,43952
union_north carolina,99243
vance_north carolina,46943
wake_north carolina,101763
warren_north carolina,45279
washington_north carolina,41750
watauga_north carolina,51367
wayne_north carolina,58082
wilkes_north carolina,50438
wilson_north carolina,51381
yadkin_north carolina,60321
yancey_north carolina,54961
adams_north dakota,55417
barnes_north dakota,70230
benson_north dakota,68049
billings_north dakota,81250
bottineau_north dakota,83460
bowman_north dakota,83773
burke_north dakota,96339
burleigh_north dakota,84948
cass_north dakota,75023
cavalier_north dakota,67064
dickey_north dakota,63125
divide_north dakota,89297
dunn_north dakota,94688
eddy_north dakota,55389
emmons_north dakota,67368
foster_north dakota,83412
golden valley_north dakota,76528
grand forks_north dakota,68450
grant_north dakota,56750
griggs_north dakota,64737
hettinger_north dakota,70827
kidder_north dakota,61850
lamoure_north dakota,70263
logan_north dakota,61339
mchenry_north dakota,80614
mcintosh_north dakota,64236
mckenzie_north dakota,88289
mclean_north dakota,81847
mercer_north dakota,79405
morton_north dakota,79483
mountrail_north dakota,81292
nelson_north dakota,68051
oliver_north dakota,76953
pembina_north dakota,66884
pierce_north dakota,63214
ramsey_north dakota,61319
ransom_north dakota,74521
renville_north dakota,76311
richland_north dakota,72524
rolette_north dakota,57355
sargent_north dakota,77697
sheridan_north dakota,67361
sioux_north dakota,41676
slope_north dakota,62500
stark_north dakota,80744
steele_north dakota,80313
stutsman_north dakota,60172
towner_north dakota,63017
traill_north dakota,88289
walsh_north dakota,69976
ward_north dakota,79273
wells_north dakota,61346
williams_north dakota,90224
adams_ohio,49521
allen_ohio,62001
ashland_ohio,64991
ashtabula_ohio,55507
athens_ohio,53837
auglaize_ohio,76454
belmont_ohio,58411
brown_ohio,69990
butler_ohio,81194
carroll_ohio,64675
champaign_ohio,74239
clark_ohio,60846
clermont_ohio,83178
clinton_ohio,68125
columbiana_ohio,58474
coshocton_ohio,54687
crawford_ohio,55477
cuyahoga_ohio,62823
darke_ohio,64654
defiance_ohio,73615
delaware_ohio,130088
erie_ohio,68431
fairfield_ohio,87069
fayette_ohio,60047
franklin_ohio,73795
fulton_ohio,72866
gallia_ohio,56455
geauga_ohio,100783
greene_ohio,85218
guernsey_ohio,55756
hamilton_ohio,70816
hancock_ohio,69699
hardin_ohio,58001
harrison_ohio,53851
henry_ohio,79267
highland_ohio,62008
hocking_ohio,61366
holmes_ohio,74774
huron_ohio,65972
jackson_ohio,58409
jefferson_ohio,56983
knox_ohio,73988
lake_ohio,77952
lawrence_ohio,54842
licking_ohio,81033
logan_ohio,69183
lorain_ohio,70693
lucas_ohio,60095
madison_ohio,83229
mahoning_ohio,55576
marion_ohio,57306
medina_ohio,92660
meigs_ohio,46701
mercer_ohio,78036
miami_ohio,74175
monroe_ohio,58962
montgomery_ohio,64403
morgan_ohio,55971
morrow_ohio,71047
muskingum_ohio,59203
noble_ohio,55360
ottawa_ohio,75728
paulding_ohio,68167
perry_ohio,64737
pickaway_ohio,72927
pike_ohio,49552
portage_ohio,72822
preble_ohio,71237
putnam_ohio,82785
richland_ohio,57649
ross_ohio,59819
sandusky_ohio,62500
scioto_ohio,49571
seneca_ohio,65020
shelby_ohio,72822
stark_ohio,65740
summit_ohio,71016
trumbull_ohio,55088
tuscarawas_ohio,64494
union_ohio,109506
van wert_ohio,65344
vinton_ohio,53813
warren_ohio,107843
washington_ohio,61355
wayne_ohio,71769
williams_ohio,61834
wood_ohio,73124
wyandot_ohio,71878
adair_oklahoma,48028
alfalfa_oklahoma,67870
atoka_oklahoma,52034
beaver_oklahoma,64266
beckham_oklahoma,52323
blaine_oklahoma,59304
bryan_oklahoma,54280
caddo_oklahoma,52817
canadian_oklahoma,85427
carter_oklahoma,58856
cherokee_oklahoma,53668
choctaw_oklahoma,45456
cimarron_oklahoma,57204
cleveland_oklahoma,74446
coal_oklahoma,48162
comanche_oklahoma,59000
cotton_oklahoma,60313
craig_oklahoma,50182
creek_oklahoma,61849
custer_oklahoma,57562
delaware_oklahoma,55114
dewey_oklahoma,60550
ellis_oklahoma,56992
garfield_oklahoma,67302
garvin_oklahoma,57127
grady_oklahoma,75730
grant_oklahoma,61824
greer_oklahoma,60183
harmon_oklahoma,54286
harper_oklahoma,59191
haskell_oklahoma,49930
hughes_oklahoma,47923
jackson_oklahoma,61497
jefferson_oklahoma,48750
johnston_oklahoma,50911
kay_oklahoma,56673
kingfisher_oklahoma,70617
kiowa_oklahoma,42063
latimer_oklahoma,41048
le flore_oklahoma,50027
lincoln_oklahoma,59425
logan_oklahoma,82735
love_oklahoma,62940
mcclain_oklahoma,84778
mccurtain_oklahoma,50175
mcintosh_oklahoma,46203
major_oklahoma,69229
marshall_oklahoma,56495
mayes_oklahoma,57279
murray_oklahoma,61904
muskogee_oklahoma,51999
noble_oklahoma,70071
nowata_oklahoma,52679
okfuskee_oklahoma,45441
oklahoma_oklahoma,65374
okmulgee_oklahoma,53123
osage_oklahoma,60482
ottawa_oklahoma,48656
pawnee_oklahoma,57551
payne_oklahoma,48937
pittsburg_oklahoma,54787
pontotoc_oklahoma,62564
pottawatomie_oklahoma,60828
pushmataha_oklahoma,44634
roger mills_oklahoma,62721
rogers_oklahoma,77688
seminole_oklahoma,46191
sequoyah_oklahoma,49795
stephens_oklahoma,60236
texas_oklahoma,59275
tillman_oklahoma,47445
tulsa_oklahoma,67317
wagoner_oklahoma,78520
washington_oklahoma,61205
washita_oklahoma,61980
woods_oklahoma,50512
woodward_oklahoma,65060
baker_oregon,57844
benton_oregon,76011
clackamas_oregon,100360
clatsop_oregon,68705
columbia_oregon,86359
coos_oregon,60313
crook_oregon,81675
curry_oregon,64769
deschutes_oregon,87640
douglas_oregon,58983
gilliam_oregon,64219
grant_oregon,59800
harney_oregon,48338
hood river_oregon,82095
jackson_oregon,71443
jefferson_oregon,73051
josephine_oregon,59097
klamath_oregon,59353
lake_oregon,61222
lane_oregon,69311
lincoln_oregon,61314
linn_oregon,73396
malheur_oregon,49902
marion_oregon,74624
morrow_oregon,70217
multnomah_oregon,86247
polk_oregon,81318
sherman_oregon,59500
tillamook_oregon,66551
umatilla_oregon,68958
union_oregon,64212
wallowa_oregon,65559
wasco_oregon,63602
washington_oregon,104434
wheeler_oregon,51250
yamhill_oregon,87084
adams_pennsylvania,81071
allegheny_pennsylvania,76393
armstrong_pennsylvania,64295
beaver_pennsylvania,70156
bedford_pennsylvania,60302
berks_pennsylvania,77684
blair_pennsylvania,60594
bradford_pennsylvania,62482
bucks_pennsylvania,111951
butler_pennsylvania,86775
cambria_pennsylvania,56292
cameron_pennsylvania,47681
carbon_pennsylvania,67877
centre_pennsylvania,72748
chester_pennsylvania,123041
clarion_pennsylvania,60668
clearfield_pennsylvania,60181
clinton_pennsylvania,58842
columbia_pennsylvania,61992
crawford_pennsylvania,60254
cumberland_pennsylvania,85634
dauphin_pennsylvania,74159
delaware_pennsylvania,88576
elk_pennsylvania,64103
erie_pennsylvania,61476
fayette_pennsylvania,56093
forest_pennsylvania,50061
franklin_pennsylvania,74946
fulton_pennsylvania,64798
greene_pennsylvania,66870
huntingdon_pennsylvania,65429
indiana_pennsylvania,58739
jefferson_pennsylvania,56898
juniata_pennsylvania,63923
lackawanna_pennsylvania,64691
lancaster_pennsylvania,83703
lawrence_pennsylvania,60779
lebanon_pennsylvania,76350
lehigh_pennsylvania,77493
luzerne_pennsylvania,62321
lycoming_pennsylvania,64412
mckean_pennsylvania,61705
mercer_pennsylvania,60614
mifflin_pennsylvania,61415
monroe_pennsylvania,82374
montgomery_pennsylvania,111521
montour_pennsylvania,72926
northampton_pennsylvania,86687
northumberland_pennsylvania,57948
perry_pennsylvania,78824
philadelphia_pennsylvania,60698
pike_pennsylvania,79318
potter_pennsylvania,59840
schuylkill_pennsylvania,66901
snyder_pennsylvania,68435
somerset_pennsylvania,59378
sullivan_pennsylvania,64758
susquehanna_pennsylvania,66930
tioga_pennsylvania,62932
union_pennsylvania,72894
venango_pennsylvania,61626
warren_pennsylvania,59013
washington_pennsylvania,77487
wayne_pennsylvania,62182
westmoreland_pennsylvania,72468
wyoming_pennsylvania,70268
york_pennsylvania,82238
bristol_rhode island,110926
kent_rhode island,91278
newport_rhode island,100859
providence_rhode island,78204
washington_rhode island,102478
abbeville_south carolina,52112
aiken_south carolina,67940
allendale_south carolina,31603
anderson_south carolina,64683
bamberg_south carolina,43206
barnwell_south carolina,41800
beaufort_south carolina,84819
berkeley_south carolina,82327
calhoun_south carolina,56690
charleston_south carolina,84320
cherokee_south carolina,49047
chester_south carolina,51216
chesterfield_south carolina,47620
clarendon_south carolina,48887
colleton_south carolina,48779
darlington_south carolina,47419
dillon_south carolina,44038
dorchester_south carolina,76896
edgefield_south carolina,67092
fairfield_south carolina,46972
florence_south carolina,56650
georgetown_south carolina,66734
greenville_south carolina,74624
greenwood_south carolina,50635
hampton_south carolina,43059
horry_south carolina,64623
jasper_south carolina,63503
kershaw_south carolina,64343
lancaster_south carolina,74751
laurens_south carolina,55517
lee_south carolina,44145
lexington_south carolina,75014
mccormick_south carolina,55344
marion_south carolina,34501
marlboro_south carolina,36293
newberry_south carolina,59670
oconee_south carolina,60193
orangeburg_south carolina,43214
pickens_south carolina,59411
richland_south carolina,61699
saluda_south carolina,52957
spartanburg_south carolina,64195
sumter_south carolina,55990
union_south carolina,41200
williamsburg_south carolina,43471
york_south carolina,83060
aurora_south dakota,74130
beadle_south dakota,63082
bennett_south dakota,44569
bon homme_south dakota,61275
brookings_south dakota,67341
brown_south dakota,70239
brule_south dakota,74043
buffalo_south dakota,47000
butte_south dakota,67692
campbell_south dakota,65000
charles mix_south dakota,64850
clark_south dakota,62885
clay_south dakota,58794
codington_south dakota,65080
corson_south dakota,43750
custer_south dakota,81958
davison_south dakota,61401
day_south dakota,62270
deuel_south dakota,79556
dewey_south dakota,57928
douglas_south dakota,78125
edmunds_south dakota,77266
fall river_south dakota,61056
faulk_south dakota,58000
grant_south dakota,73818
gregory_south dakota,52432
haakon_south dakota,59231
hamlin_south dakota,83194
hand_south dakota,72054
hanson_south dakota,86375
harding_south dakota,74766
hughes_south dakota,78981
hutchinson_south dakota,74459
hyde_south dakota,74279
jackson_south dakota,26686
jerauld_south dakota,75417
jones_south dakota,64688
kingsbury_south dakota,70221
lake_south dakota,73792
lawrence_south dakota,66766
lincoln_south dakota,96552
lyman_south dakota,61169
mccook_south dakota,80847
mcpherson_south dakota,62024
marshall_south dakota,72500
meade_south dakota,74161
mellette_south dakota,51364
miner_south dakota,72589
minnehaha_south dakota,76074
moody_south dakota,77500
oglala lakota_south dakota,34769
pennington_south dakota,70768
perkins_south dakota,65455
potter_south dakota,71726
roberts_south dakota,63691
sanborn_south dakota,69870
spink_south dakota,73011
stanley_south dakota,77000
sully_south dakota,70250
todd_south dakota,39148
tripp_south dakota,58854
turner_south dakota,75283
